Category	Education	Literature	Art	Warfare	Business	Humanities	Personal	Media	Music	Sports	Religion	Royalty	Exploration	Science	Politics	Law	Other
Education	0.276736881256	0.058369546014	0.0134115538	0.0256095523368	0.0141876773333	0.0372676100737	0.0538871182281	0.0444671481439	0.0360819236035	0.0366441492667	0.0148620137579	0.0	0.0134188281614	0.0465375676175	0.0949131132	0.0153056738842	
Literature	0.057168105966	0.33350701032	0.0172872337209	0.0200695780197	0.0128970415564	0.0277014570537	0.0413373094061	0.0525898850841	0.038840253975	0.0314852415313	0.0143929556154	0.0	0.0170454850626	0.0219618289732	0.0379650516172	0.012050167483	
Art	0.0430414254434	0.0278382564037	0.352643750404	0.0223303580122	0.016480048922	0.0152615318318	0.0454030600673	0.0361163781086	0.0367020310505	0.0356005085352	0.0313983548196	0.0	0.0158237405046	0.022075777318	0.0324006184908	0.00908713913914	
Warfare	0.0263981995264	0.0135804507667	0.00714640537854	0.415061257697	0.0125082708473	0.00799279882862	0.0414479964447	0.0267610032878	0.023702404	0.03183804763	0.0131029232226	0.0	0.0231554877437	0.0158596651078	0.0699731958772	0.0198415008938	
Business	0.0459877035769	0.0151662391346	0.0137535275385	0.0315901704135	0.288131520471	0.0145081636346	0.0661240983077	0.0481656389231	0.0343986487692	0.0419167230673	0.00867717733654	0.0	0.026481086125	0.0426181458558	0.0882285532308	0.0149580397885	
Humanities	0.0529084805466	0.0457894194037	0.00943857895963	0.0129494041957	0.00932551584161	0.363265136708	0.0399569432547	0.028283140618	0.0208118907422	0.0203695202919	0.021800894854	0.0	0.0112407576553	0.0529697482981	0.0745506200745	0.0110416823509	
Personal	0.056377708375	0.0258538517892	0.0116338918676	0.0268694203211	0.0188757042083	0.0240573718211	0.30005600011	0.0917663257966	0.0428444870931	0.0362606819853	0.0160995600515	0.0	0.0126666733505	0.0532917796814	0.0415802787108	0.0160574766397	
Media	0.0439184459179	0.0257340155661	0.0105658935468	0.0189751814534	0.0155168842841	0.00961525999258	0.0803696376984	0.366205472593	0.0536875149679	0.0427363762366	0.00958455219481	0.0	0.0102887525832	0.0163619083651	0.0280714548393	0.0131383859726	
Music	0.0292049176467	0.0186401207767	0.00828834132964	0.0139178109992	0.011581595809	0.00965059839841	0.0375935341656	0.0619401967323	0.424475914661	0.032672155079	0.00809317496254	0.0	0.0089987164959	0.0151159991378	0.0230732300189	0.00859344543	
Sports	0.0222214584218	0.0135056337861	0.00723641252292	0.0186935752141	0.00997769009566	0.00788361994897	0.0328896100521	0.0354289039681	0.0299885904722	0.493590590958	0.00764209222143	0.0	0.00860291987121	0.0141262185307	0.0275490844467	0.00963808977748	
Religion	0.0389591817978	0.0248655033466	0.0134759693863	0.0287542509477	0.0109477287509	0.0174683195235	0.0572731778863	0.0289137891426	0.0272439208574	0.0290303645596	0.366161671188	0.0	0.025462401287	0.0151787748412	0.0399454849116	0.0169205904477	
Royalty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Exploration	0.0230581307612	0.0193608411095	0.0086401499801	0.0889578082189	0.0171885338706	0.00918292255721	0.0423354048856	0.0208681181891	0.0195063684925	0.0261699748109	0.0199935367363	0.0	0.383755230721	0.0332042405373	0.0292313170896	0.0117636034627	
Science	0.0466015673541	0.0274239953951	0.011876618819	0.0232053551275	0.0156654499251	0.0189838510577	0.0454420225789	0.0371595757683	0.0337949395435	0.0352891149823	0.0111402491089	0.0	0.0201042808539	0.404474310368	0.0338933783723	0.00889467012983	
Politics	0.050272566695	0.0195225263666	0.00810460718676	0.0401425790069	0.0212326527152	0.0185744426858	0.0451820270527	0.0367309933896	0.0288348041054	0.0379985403779	0.0110010120951	0.0	0.0113564590658	0.017676586061	0.374208261351	0.0315549970378	
Law	0.0325857674113	0.0185501462021	0.00621486162766	0.0519312595071	0.0258395165213	0.0145499650674	0.0498528654645	0.0484814686986	0.0254113607447	0.0287857220142	0.00965627298936	0.0	0.0109014075	0.0170396286844	0.0946095128688	0.330134519982	
